study_id,site_id,site_name,year,state,latitude,longitude,planting_method,N_fertilization,fall_N_rate,spring_N_rate,total_N_rate,N_fertilization_category,cultivar,rye_planting_date,rye_sampling_date,rye_biomass,rye_biomass_sd,row_id,num_days_fall,num_days_spring,num_days_winter,total_days,num_cold_days_fall,num_cold_days_spring,num_cold_days_winter,total_cold_days,frequency_cold_days,Tmax_avg_fall,Tmax_avg_spring,Tmax_avg_winter,Tmax_avg,Tmin_avg_fall,Tmin_avg_spring,Tmin_avg_winter,Tmin_avg,Tavg_avg_fall,Tavg_avg_spring,Tavg_avg_winter,Tavg_avg,RHmin_avg_fall,RHmin_avg_spring,RHmin_avg_winter,RHmin_avg,RHmax_avg_fall,RHmax_avg_spring,RHmax_avg_winter,RHmax_avg,RHavg_avg_fall,RHavg_avg_spring,RHavg_avg_winter,RHavg_avg,VPD_avg_fall,VPD_avg_spring,VPD_avg_winter,VPD_avg,PAR_sum_fall,PAR_sum_spring,PAR_sum_winter,PAR_sum,GDD_plant,GDD_sum_fall,GDD_sum_spring,GDD_sum_winter,GDD_sum,FDD_sum_fall,FDD_sum_spring,FDD_sum_winter,FDD_sum,rain_plant,rain_sum_fall,rain_sum_spring,rain_sum_winter,rain_sum,snow_sum_fall,snow_sum_spring,snow_sum_winter,snow_sum,ET0_sum_fall,ET0_sum_spring,ET0_sum_winter,ET0_sum
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2005-2006,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Aroostook,2005-10-13 00:00:00,2006-04-27 00:00:00,4013.333333,486.0384073,1,49,58,90,197,9,8,65,82,0.416243655,12.58469388,13.54137931,1.591111111,7.843908629,0.252040816,1.236206897,-8.058888889,-3.255076142,6.418367347,7.388793103,-3.233888889,2.294416244,0.36,0.403086207,0.541155556,0.455446701,0.888040816,0.885741379,0.961688889,0.921010152,0.624020408,0.644413793,0.751422222,0.688228426,0.41058808,0.426390909,0.128812593,0.286510772,208.81152,430.4461824,340.9496064,980.2073088,343.55,348.9,441.1,49.55,839.55,34.4,12.55,340.6,387.55,11.3,51.7,121.9,50.6,224.2,0,0,0,0,162,239.5,119.2,520.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2005-2006,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Dacold,2005-10-13 00:00:00,2006-04-27 00:00:00,2570,841.6056083,2,49,58,90,197,9,8,65,82,0.416243655,12.58469388,13.54137931,1.591111111,7.843908629,0.252040816,1.236206897,-8.058888889,-3.255076142,6.418367347,7.388793103,-3.233888889,2.294416244,0.36,0.403086207,0.541155556,0.455446701,0.888040816,0.885741379,0.961688889,0.921010152,0.624020408,0.644413793,0.751422222,0.688228426,0.41058808,0.426390909,0.128812593,0.286510772,208.81152,430.4461824,340.9496064,980.2073088,343.55,348.9,441.1,49.55,839.55,34.4,12.55,340.6,387.55,11.3,51.7,121.9,50.6,224.2,0,0,0,0,162,239.5,119.2,520.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2005-2006,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Elbon,2005-10-13 00:00:00,2006-04-27 00:00:00,3626.666667,551.9359866,3,49,58,90,197,9,8,65,82,0.416243655,12.58469388,13.54137931,1.591111111,7.843908629,0.252040816,1.236206897,-8.058888889,-3.255076142,6.418367347,7.388793103,-3.233888889,2.294416244,0.36,0.403086207,0.541155556,0.455446701,0.888040816,0.885741379,0.961688889,0.921010152,0.624020408,0.644413793,0.751422222,0.688228426,0.41058808,0.426390909,0.128812593,0.286510772,208.81152,430.4461824,340.9496064,980.2073088,343.55,348.9,441.1,49.55,839.55,34.4,12.55,340.6,387.55,11.3,51.7,121.9,50.6,224.2,0,0,0,0,162,239.5,119.2,520.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2005-2006,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Maton,2005-10-13 00:00:00,2006-04-27 00:00:00,4106.666667,1113.388222,4,49,58,90,197,9,8,65,82,0.416243655,12.58469388,13.54137931,1.591111111,7.843908629,0.252040816,1.236206897,-8.058888889,-3.255076142,6.418367347,7.388793103,-3.233888889,2.294416244,0.36,0.403086207,0.541155556,0.455446701,0.888040816,0.885741379,0.961688889,0.921010152,0.624020408,0.644413793,0.751422222,0.688228426,0.41058808,0.426390909,0.128812593,0.286510772,208.81152,430.4461824,340.9496064,980.2073088,343.55,348.9,441.1,49.55,839.55,34.4,12.55,340.6,387.55,11.3,51.7,121.9,50.6,224.2,0,0,0,0,162,239.5,119.2,520.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2005-2006,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Oklon,2005-10-13 00:00:00,2006-04-27 00:00:00,3803.333333,285.7154762,5,49,58,90,197,9,8,65,82,0.416243655,12.58469388,13.54137931,1.591111111,7.843908629,0.252040816,1.236206897,-8.058888889,-3.255076142,6.418367347,7.388793103,-3.233888889,2.294416244,0.36,0.403086207,0.541155556,0.455446701,0.888040816,0.885741379,0.961688889,0.921010152,0.624020408,0.644413793,0.751422222,0.688228426,0.41058808,0.426390909,0.128812593,0.286510772,208.81152,430.4461824,340.9496064,980.2073088,343.55,348.9,441.1,49.55,839.55,34.4,12.55,340.6,387.55,11.3,51.7,121.9,50.6,224.2,0,0,0,0,162,239.5,119.2,520.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2005-2006,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Rymin,2005-10-13 00:00:00,2006-04-27 00:00:00,2803.333333,509.3459859,6,49,58,90,197,9,8,65,82,0.416243655,12.58469388,13.54137931,1.591111111,7.843908629,0.252040816,1.236206897,-8.058888889,-3.255076142,6.418367347,7.388793103,-3.233888889,2.294416244,0.36,0.403086207,0.541155556,0.455446701,0.888040816,0.885741379,0.961688889,0.921010152,0.624020408,0.644413793,0.751422222,0.688228426,0.41058808,0.426390909,0.128812593,0.286510772,208.81152,430.4461824,340.9496064,980.2073088,343.55,348.9,441.1,49.55,839.55,34.4,12.55,340.6,387.55,11.3,51.7,121.9,50.6,224.2,0,0,0,0,162,239.5,119.2,520.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2005-2006,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Wheeler,2005-10-13 00:00:00,2006-04-27 00:00:00,2486.666667,900.074071,7,49,58,90,197,9,8,65,82,0.416243655,12.58469388,13.54137931,1.591111111,7.843908629,0.252040816,1.236206897,-8.058888889,-3.255076142,6.418367347,7.388793103,-3.233888889,2.294416244,0.36,0.403086207,0.541155556,0.455446701,0.888040816,0.885741379,0.961688889,0.921010152,0.624020408,0.644413793,0.751422222,0.688228426,0.41058808,0.426390909,0.128812593,0.286510772,208.81152,430.4461824,340.9496064,980.2073088,343.55,348.9,441.1,49.55,839.55,34.4,12.55,340.6,387.55,11.3,51.7,121.9,50.6,224.2,0,0,0,0,162,239.5,119.2,520.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2006-2007,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Aroostook,2006-10-25 00:00:00,2007-05-10 00:00:00,1396.666667,147.4222959,8,37,71,90,198,11,13,67,91,0.45959596,10.47162162,14.75,-0.104444444,7.198484848,-1.455405405,3.095070423,-9.714444444,-3.577777778,4.508108108,8.922535211,-4.909444444,1.810353535,0.444432432,0.412084507,0.522122222,0.468146465,0.895216216,0.810943662,0.8978,0.866171717,0.669824324,0.611514085,0.709961111,0.667159091,0.292376254,0.505004128,0.129955713,0.294794084,151.8746112,564.4588032,328.7609856,1045.0944,167.45,188,699.35,65.1,952.45,21.2,65.85,506.95,594,49.1,53.8,274.3,137.8,465.9,0,0,0,0,95.5,329.3,114.9,539.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2006-2007,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Dacold,2006-10-25 00:00:00,2007-05-10 00:00:00,2076.666667,578.388566,9,37,71,90,198,11,13,67,91,0.45959596,10.47162162,14.75,-0.104444444,7.198484848,-1.455405405,3.095070423,-9.714444444,-3.577777778,4.508108108,8.922535211,-4.909444444,1.810353535,0.444432432,0.412084507,0.522122222,0.468146465,0.895216216,0.810943662,0.8978,0.866171717,0.669824324,0.611514085,0.709961111,0.667159091,0.292376254,0.505004128,0.129955713,0.294794084,151.8746112,564.4588032,328.7609856,1045.0944,167.45,188,699.35,65.1,952.45,21.2,65.85,506.95,594,49.1,53.8,274.3,137.8,465.9,0,0,0,0,95.5,329.3,114.9,539.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2006-2007,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Elbon,2006-10-25 00:00:00,2007-05-10 00:00:00,1900,536.749476,10,37,71,90,198,11,13,67,91,0.45959596,10.47162162,14.75,-0.104444444,7.198484848,-1.455405405,3.095070423,-9.714444444,-3.577777778,4.508108108,8.922535211,-4.909444444,1.810353535,0.444432432,0.412084507,0.522122222,0.468146465,0.895216216,0.810943662,0.8978,0.866171717,0.669824324,0.611514085,0.709961111,0.667159091,0.292376254,0.505004128,0.129955713,0.294794084,151.8746112,564.4588032,328.7609856,1045.0944,167.45,188,699.35,65.1,952.45,21.2,65.85,506.95,594,49.1,53.8,274.3,137.8,465.9,0,0,0,0,95.5,329.3,114.9,539.7
